Date,AveragePrice,Total_Volume,4046,4225,4770,Total_Bags,type,region
2022-10-30,1.03,2428507.16,849977.51,849977.51,121425.36,607126.79,conventional,California
2022-10-30,1.15,159243.36,55735.17,55735.17,7962.17,39810.84,organic,California
2022-10-30,1.14,2467787.4,863725.59,863725.59,123389.37,616946.85,conventional,West
2022-10-30,1.61,112924.91,39523.72,39523.72,5646.25,28231.23,organic,West
2022-10-30,0.93,2648307.33,926907.57,926907.57,132415.37,662076.83,conventional,Northeast
2022-10-30,1.4,104482.56,36568.9,36568.9,5224.13,26120.64,organic,Northeast
2022-10-30,1.13,2064833.03,722691.56,722691.56,103241.65,516208.26,conventional,Southeast
2022-10-30,1.71,78260.44,27391.16,27391.16,3913.02,19565.11,organic,Southeast
2022-10-30,1.15,1659720.41,580902.14,580902.14,82986.02,414930.1,conventional,Great_Lakes
2022-10-30,1.57,88765.24,31067.83,31067.83,4438.26,22191.31,organic,Great_Lakes
2022-10-30,1.01,1798929.16,629625.2,629625.2,89946.46,449732.29,conventional,MidSouth
2022-10-30,1.59,75290.32,26351.61,26351.61,3764.52,18822.58,organic,MidSouth
2022-10-30,1.25,2023304.41,708156.54,708156.54,101165.22,505826.1,conventional,SouthCentral
2022-10-30,1.56,114480.25,40068.09,40068.09,5724.01,28620.06,organic,SouthCentral
2022-11-06,0.97,2658503.51,930476.23,930476.23,132925.18,664625.88,conventional,California
2022-11-06,2.02,82418.93,28846.63,28846.63,4120.95,20604.73,organic,California
2022-11-06,1.34,2190365.62,766627.97,766627.97,109518.28,547591.41,conventional,West
2022-11-06,1.54,119415.5,41795.42,41795.42,5970.77,29853.87,organic,West
2022-11-06,1.21,2116107.05,740637.47,740637.47,105805.35,529026.76,conventional,Northeast
2022-11-06,1.56,91139.57,31898.85,31898.85,4556.98,22784.89,organic,Northeast
2022-11-06,1.48,1402166.75,490758.36,490758.36,70108.34,350541.69,conventional,Southeast
2022-11-06,1.6,92352.82,32323.49,32323.49,4617.64,23088.2,organic,Southeast
2022-11-06,1.13,1933417.26,676696.04,676696.04,96670.86,483354.32,conventional,Great_Lakes
2022-11-06,1.84,70102.1,24535.73,24535.73,3505.1,17525.52,organic,Great_Lakes
2022-11-06,1.03,1752053.23,613218.63,613218.63,87602.66,438013.31,conventional,MidSouth
2022-11-06,1.58,85896.44,30063.75,30063.75,4294.82,21474.11,organic,MidSouth
2022-11-06,1.27,2428996.36,850148.73,850148.73,121449.82,607249.09,conventional,SouthCentral
2022-11-06,1.46,130118.47,45541.46,45541.46,6505.92,32529.62,organic,SouthCentral
2022-11-13,1.15,2389804.12,836431.44,836431.44,119490.21,597451.03,conventional,California
2022-11-13,1.59,105158.9,36805.62,36805.62,5257.95,26289.73,organic,California
2022-11-13,1.09,2650557.85,927695.25,927695.25,132527.89,662639.46,conventional,West
2022-11-13,1.29,144332.02,50516.21,50516.21,7216.6,36083.01,organic,West
2022-11-13,1.09,2569321.94,899262.68,899262.68,128466.1,642330.49,conventional,Northeast
2022-11-13,1.53,111705.12,39096.79,39096.79,5585.26,27926.28,organic,Northeast
2022-11-13,1.17,2102391.01,735836.85,735836.85,105119.55,525597.75,conventional,Southeast
2022-11-13,1.84,73733.5,25806.73,25806.73,3686.68,18433.38,organic,Southeast
2022-11-13,1.1,1863544.09,652240.43,652240.43,93177.2,465886.02,conventional,Great_Lakes
2022-11-13,1.61,82947.29,29031.55,29031.55,4147.36,20736.82,organic,Great_Lakes
2022-11-13,1.21,1514877.74,530207.21,530207.21,75743.89,378719.43,conventional,MidSouth
2022-11-13,1.74,73213.04,25624.56,25624.56,3660.65,18303.26,organic,MidSouth
2022-11-13,1.34,2275969.21,796589.23,796589.23,113798.46,568992.3,conventional,SouthCentral
2022-11-13,1.81,102268.36,35793.93,35793.93,5113.42,25567.09,organic,SouthCentral
2022-11-20,1.27,2244037.99,785413.3,785413.3,112201.9,561009.5,conventional,California
2022-11-20,1.8,92698.54,32444.49,32444.49,4634.93,23174.64,organic,California
2022-11-20,1.08,2395923.61,838573.26,838573.26,119796.18,598980.9,conventional,West
2022-11-20,1.64,130951.08,45832.88,45832.88,6547.55,32737.77,organic,West
2022-11-20,1.12,2396253.29,838688.65,838688.65,119812.66,599063.32,conventional,Northeast
2022-11-20,1.78,85052.6,29768.41,29768.41,4252.63,21263.15,organic,Northeast
2022-11-20,1.28,1343752.5,470313.38,470313.38,67187.63,335938.13,conventional,Southeast
2022-11-20,1.47,95048.3,33266.91,33266.91,4752.42,23762.08,organic,Southeast
2022-11-20,1.07,2100426.04,735149.12,735149.12,105021.3,525106.51,conventional,Great_Lakes
2022-11-20,1.69,83825.04,29338.76,29338.76,4191.25,20956.26,organic,Great_Lakes
2022-11-20,1.21,1351623.81,473068.33,473068.33,67581.19,337905.95,conventional,MidSouth
2022-11-20,1.47,86637.72,30323.2,30323.2,4331.89,21659.43,organic,MidSouth
2022-11-20,1.09,2572589.81,900406.43,900406.43,128629.49,643147.45,conventional,SouthCentral
2022-11-20,1.8,123747.66,43311.68,43311.68,6187.38,30936.92,organic,SouthCentral
2022-11-27,1.31,2018131.02,706345.86,706345.86,100906.55,504532.75,conventional,California
2022-11-27,1.74,110552.11,38693.24,38693.24,5527.61,27638.03,organic,California
2022-11-27,1.09,2918529.59,1021485.36,1021485.36,145926.48,729632.4,conventional,West
2022-11-27,1.69,117958.46,41285.46,41285.46,5897.92,29489.61,organic,West
2022-11-27,1.17,2364556.31,827594.71,827594.71,118227.82,591139.08,conventional,Northeast
2022-11-27,1.68,81773.13,28620.6,28620.6,4088.66,20443.28,organic,Northeast
2022-11-27,1.3,1551469.28,543014.25,543014.25,77573.46,387867.32,conventional,Southeast
2022-11-27,1.84,73578.16,25752.35,25752.35,3678.91,18394.54,organic,Southeast
2022-11-27,1.27,1807384.76,632584.67,632584.67,90369.24,451846.19,conventional,Great_Lakes
2022-11-27,1.71,83236.53,29132.79,29132.79,4161.83,20809.13,organic,Great_Lakes
2022-11-27,1.19,1263977.29,442392.05,442392.05,63198.86,315994.32,conventional,MidSouth
2022-11-27,1.67,61460.41,21511.14,21511.14,3073.02,15365.1,organic,MidSouth
2022-11-27,1.17,2435600.73,852460.25,852460.25,121780.04,608900.18,conventional,SouthCentral
2022-11-27,1.47,170225.9,59579.07,59579.07,8511.3,42556.48,organic,SouthCentral
2022-12-04,1.26,2253367.86,788678.75,788678.75,112668.39,563341.97,conventional,California
2022-12-04,1.68,107737.52,37708.13,37708.13,5386.88,26934.38,organic,California
2022-12-04,1.21,2396254.36,838689.03,838689.03,119812.72,599063.59,conventional,West
2022-12-04,1.8,103437.9,36203.27,36203.27,5171.9,25859.48,organic,West
2022-12-04,1.11,2467346.95,863571.43,863571.43,123367.35,616836.74,conventional,Northeast
2022-12-04,1.56,118653.7,41528.8,41528.8,5932.69,29663.43,organic,Northeast
2022-12-04,1.1,2313792.31,809827.31,809827.31,115689.62,578448.08,conventional,Southeast
2022-12-04,1.83,75034.24,26261.98,26261.98,3751.71,18758.56,organic,Southeast
2022-12-04,1.14,2121125.71,742394.0,742394.0,106056.29,530281.43,conventional,Great_Lakes
2022-12-04,1.58,100827.3,35289.56,35289.56,5041.37,25206.83,organic,Great_Lakes
2022-12-04,1.21,1726590.65,604306.73,604306.73,86329.53,431647.66,conventional,MidSouth
2022-12-04,1.56,74793.56,26177.75,26177.75,3739.68,18698.39,organic,MidSouth
2022-12-04,1.12,2813777.54,984822.14,984822.14,140688.88,703444.39,conventional,SouthCentral
2022-12-04,1.73,109113.06,38189.57,38189.57,5455.65,27278.26,organic,SouthCentral
2022-12-11,1.38,2218197.87,776369.26,776369.26,110909.89,554549.47,conventional,California
2022-12-11,1.65,123285.34,43149.87,43149.87,6164.27,30821.34,organic,California
2022-12-11,0.99,3983811.22,1394333.93,1394333.93,199190.56,995952.81,conventional,West
2022-12-11,1.56,129630.52,45370.68,45370.68,6481.53,32407.63,organic,West
2022-12-11,0.96,3045987.56,1066095.65,1066095.65,152299.38,761496.89,conventional,Northeast
2022-12-11,1.48,125167.27,43808.54,43808.54,6258.36,31291.82,organic,Northeast
2022-12-11,1.1,2046180.39,716163.14,716163.14,102309.02,511545.1,conventional,Southeast
2022-12-11,1.53,108162.65,37856.93,37856.93,5408.13,27040.66,organic,Southeast
2022-12-11,1.02,2200191.3,770066.96,770066.96,110009.57,550047.83,conventional,Great_Lakes
2022-12-11,1.75,107636.09,37672.63,37672.63,5381.8,26909.02,organic,Great_Lakes
2022-12-11,1.2,1483198.62,519119.52,519119.52,74159.93,370799.65,conventional,MidSouth
2022-12-11,1.59,79685.31,27889.86,27889.86,3984.27,19921.33,organic,MidSouth
2022-12-11,1.12,3283385.81,1149185.03,1149185.03,164169.29,820846.45,conventional,SouthCentral
2022-12-11,1.68,140477.28,49167.05,49167.05,7023.86,35119.32,organic,SouthCentral
2022-12-18,1.12,2899691.99,1014892.2,1014892.2,144984.6,724923.0,conventional,California
2022-12-18,1.63,105133.73,36796.8,36796.8,5256.69,26283.43,organic,California
2022-12-18,1.37,1869573.24,654350.63,654350.63,93478.66,467393.31,conventional,West
2022-12-18,1.54,125912.97,44069.54,44069.54,6295.65,31478.24,organic,West
2022-12-18,1.4,2123013.24,743054.64,743054.64,106150.66,530753.31,conventional,Northeast
2022-12-18,1.87,84469.96,29564.49,29564.49,4223.5,21117.49,organic,Northeast
2022-12-18,1.39,1701954.48,595684.07,595684.07,85097.72,425488.62,conventional,Southeast
2022-12-18,1.8,84559.18,29595.71,29595.71,4227.96,21139.8,organic,Southeast
2022-12-18,1.15,1985781.25,695023.44,695023.44,99289.06,496445.31,conventional,Great_Lakes
2022-12-18,1.62,99091.61,34682.06,34682.06,4954.58,24772.9,organic,Great_Lakes
2022-12-18,1.19,1610650.27,563727.6,563727.6,80532.51,402662.57,conventional,MidSouth
2022-12-18,1.88,46267.65,16193.68,16193.68,2313.38,11566.91,organic,MidSouth
2022-12-18,1.2,2948364.53,1031927.59,1031927.59,147418.23,737091.13,conventional,SouthCentral
2022-12-18,1.82,113110.33,39588.61,39588.61,5655.52,28277.58,organic,SouthCentral
2022-12-25,1.17,2665489.18,932921.21,932921.21,133274.46,666372.3,conventional,California
2022-12-25,1.87,90806.67,31782.33,31782.33,4540.33,22701.67,organic,California
2022-12-25,1.18,2986335.08,1045217.28,1045217.28,149316.75,746583.77,conventional,West
2022-12-25,1.33,155529.31,54435.26,54435.26,7776.47,38882.33,organic,West
2022-12-25,1.3,2208594.72,773008.15,773008.15,110429.74,552148.68,conventional,Northeast
2022-12-25,1.73,94256.61,32989.82,32989.82,4712.83,23564.15,organic,Northeast
2022-12-25,1.06,2212261.15,774291.4,774291.4,110613.06,553065.29,conventional,Southeast
2022-12-25,1.88,72734.09,25456.93,25456.93,3636.7,18183.52,organic,Southeast
2022-12-25,1.16,1876660.36,656831.13,656831.13,93833.02,469165.09,conventional,Great_Lakes
2022-12-25,1.78,76840.04,26894.01,26894.01,3842.0,19210.01,organic,Great_Lakes
2022-12-25,1.14,1483534.6,519237.11,519237.11,74176.73,370883.65,conventional,MidSouth
2022-12-25,1.41,95841.07,33544.38,33544.38,4792.05,23960.27,organic,MidSouth
2022-12-25,1.02,4053186.69,1418615.34,1418615.34,202659.33,1013296.67,conventional,SouthCentral
2022-12-25,1.34,166484.84,58269.69,58269.69,8324.24,41621.21,organic,SouthCentral
2023-01-01,1.15,2625328.14,918864.85,918864.85,131266.41,656332.03,conventional,California
2023-01-01,1.48,129628.53,45369.98,45369.98,6481.43,32407.13,organic,California
2023-01-01,1.05,3159563.6,1105847.26,1105847.26,157978.18,789890.9,conventional,West
2023-01-01,1.94,102422.32,35847.81,35847.81,5121.12,25605.58,organic,West
2023-01-01,1.27,2328935.32,815127.36,815127.36,116446.77,582233.83,conventional,Northeast
2023-01-01,1.82,74301.01,26005.35,26005.35,3715.05,18575.25,organic,Northeast
2023-01-01,1.12,2590935.52,906827.43,906827.43,129546.78,647733.88,conventional,Southeast
2023-01-01,1.56,131077.08,45876.98,45876.98,6553.85,32769.27,organic,Southeast
2023-01-01,1.3,1792934.38,627527.03,627527.03,89646.72,448233.59,conventional,Great_Lakes
2023-01-01,1.57,94398.44,33039.45,33039.45,4719.92,23599.61,organic,Great_Lakes
2023-01-01,1.09,1755119.68,614291.89,614291.89,87755.98,438779.92,conventional,MidSouth
2023-01-01,1.71,66245.24,23185.83,23185.83,3312.26,16561.31,organic,MidSouth
2023-01-01,1.21,3116370.1,1090729.53,1090729.53,155818.5,779092.52,conventional,SouthCentral
2023-01-01,1.4,211983.02,74194.06,74194.06,10599.15,52995.75,organic,SouthCentral
2023-01-08,1.2,2722607.37,952912.58,952912.58,136130.37,680651.84,conventional,California
2023-01-08,1.54,144204.08,50471.43,50471.43,7210.2,36051.02,organic,California
2023-01-08,1.26,2549959.53,892485.84,892485.84,127497.98,637489.88,conventional,West
2023-01-08,1.95,101487.81,35520.73,35520.73,5074.39,25371.95,organic,West
2023-01-08,1.26,2298947.61,804631.66,804631.66,114947.38,574736.9,conventional,Northeast
2023-01-08,1.74,88932.64,31126.42,31126.42,4446.63,22233.16,organic,Northeast
2023-01-08,1.19,2045037.3,715763.06,715763.06,102251.87,511259.33,conventional,Southeast
2023-01-08,1.52,136181.1,47663.38,47663.38,6809.05,34045.27,organic,Southeast
2023-01-08,1.13,2046799.59,716379.86,716379.86,102339.98,511699.9,conventional,Great_Lakes
2023-01-08,1.6,89873.03,31455.56,31455.56,4493.65,22468.26,organic,Great_Lakes
2023-01-08,1.29,1474371.11,516029.89,516029.89,73718.56,368592.78,conventional,MidSouth
2023-01-08,1.73,86612.81,30314.48,30314.48,4330.64,21653.2,organic,MidSouth
2023-01-08,1.1,3485198.67,1219819.53,1219819.53,174259.93,871299.67,conventional,SouthCentral
2023-01-08,1.5,210189.45,73566.31,73566.31,10509.47,52547.36,organic,SouthCentral
2023-01-15,1.24,2418078.53,846327.48,846327.48,120903.93,604519.63,conventional,California
2023-01-15,1.53,134245.28,46985.85,46985.85,6712.26,33561.32,organic,California
2023-01-15,1.12,3506143.21,1227150.12,1227150.12,175307.16,876535.8,conventional,West
2023-01-15,1.47,157118.16,54991.36,54991.36,7855.91,39279.54,organic,West
2023-01-15,1.15,2508888.15,878110.85,878110.85,125444.41,627222.04,conventional,Northeast
2023-01-15,1.63,113986.69,39895.34,39895.34,5699.33,28496.67,organic,Northeast
2023-01-15,1.24,2162270.86,756794.8,756794.8,108113.54,540567.71,conventional,Southeast
2023-01-15,1.71,70810.88,24783.81,24783.81,3540.54,17702.72,organic,Southeast
2023-01-15,1.18,1837612.05,643164.22,643164.22,91880.6,459403.01,conventional,Great_Lakes
2023-01-15,1.75,103592.03,36257.21,36257.21,5179.6,25898.01,organic,Great_Lakes
2023-01-15,1.06,1963615.31,687265.36,687265.36,98180.77,490903.83,conventional,MidSouth
2023-01-15,1.56,99874.66,34956.13,34956.13,4993.73,24968.66,organic,MidSouth
2023-01-15,1.16,3590749.22,1256762.23,1256762.23,179537.46,897687.31,conventional,SouthCentral
2023-01-15,1.71,137662.71,48181.95,48181.95,6883.14,34415.68,organic,SouthCentral
2023-01-22,1.16,2869902.36,1004465.83,1004465.83,143495.12,717475.59,conventional,California
2023-01-22,1.39,158894.92,55613.22,55613.22,7944.75,39723.73,organic,California
2023-01-22,1.14,3084654.25,1079628.99,1079628.99,154232.71,771163.56,conventional,West
2023-01-22,1.62,120094.42,42033.05,42033.05,6004.72,30023.61,organic,West
2023-01-22,1.15,2315930.79,810575.78,810575.78,115796.54,578982.7,conventional,Northeast
2023-01-22,1.36,163059.83,57070.94,57070.94,8152.99,40764.96,organic,Northeast
2023-01-22,1.21,2203105.94,771087.08,771087.08,110155.3,550776.48,conventional,Southeast
2023-01-22,1.85,80242.94,28085.03,28085.03,4012.15,20060.74,organic,Southeast
2023-01-22,1.01,2543664.63,890282.62,890282.62,127183.23,635916.16,conventional,Great_Lakes
2023-01-22,1.6,93932.32,32876.31,32876.31,4696.62,23483.08,organic,Great_Lakes
2023-01-22,1.14,1734200.55,606970.19,606970.19,86710.03,433550.14,conventional,MidSouth
2023-01-22,1.37,102118.46,35741.46,35741.46,5105.92,25529.61,organic,MidSouth
2023-01-22,1.04,3665516.54,1282930.79,1282930.79,183275.83,916379.13,conventional,SouthCentral
2023-01-22,1.55,174051.02,60917.86,60917.86,8702.55,43512.75,organic,SouthCentral
2023-01-29,1.31,2428759.65,850065.88,850065.88,121437.98,607189.91,conventional,California
2023-01-29,1.42,177736.11,62207.64,62207.64,8886.81,44434.03,organic,California
2023-01-29,1.31,2463935.06,862377.27,862377.27,123196.75,615983.77,conventional,West
2023-01-29,1.85,103629.12,36270.19,36270.19,5181.46,25907.28,organic,West
2023-01-29,0.96,2967611.63,1038664.07,1038664.07,148380.58,741902.91,conventional,Northeast
2023-01-29,1.91,78624.15,27518.45,27518.45,3931.21,19656.04,organic,Northeast
2023-01-29,1.15,2263002.59,792050.91,792050.91,113150.13,565750.65,conventional,Southeast
2023-01-29,1.57,104246.43,36486.25,36486.25,5212.32,26061.61,organic,Southeast
2023-01-29,1.16,2055019.59,719256.86,719256.86,102750.98,513754.9,conventional,Great_Lakes
2023-01-29,1.44,122462.54,42861.89,42861.89,6123.13,30615.63,organic,Great_Lakes
2023-01-29,1.26,1731155.31,605904.36,605904.36,86557.77,432788.83,conventional,MidSouth
2023-01-29,1.53,80310.67,28108.73,28108.73,4015.53,20077.67,organic,MidSouth
2023-01-29,1.12,3695377.05,1293381.97,1293381.97,184768.85,923844.26,conventional,SouthCentral
2023-01-29,1.75,139881.32,48958.46,48958.46,6994.07,34970.33,organic,SouthCentral
2023-02-05,1.24,2681938.35,938678.42,938678.42,134096.92,670484.59,conventional,California
2023-02-05,1.67,134488.96,47071.13,47071.13,6724.45,33622.24,organic,California
2023-02-05,1.1,2881311.98,1008459.19,1008459.19,144065.6,720327.99,conventional,West
2023-02-05,1.76,140391.51,49137.03,49137.03,7019.58,35097.88,organic,West
2023-02-05,1.04,3224161.81,1128456.63,1128456.63,161208.09,806040.45,conventional,Northeast
2023-02-05,1.9,96457.68,33760.19,33760.19,4822.88,24114.42,organic,Northeast
2023-02-05,1.07,2626878.48,919407.47,919407.47,131343.92,656719.62,conventional,Southeast
2023-02-05,1.57,108270.26,37894.59,37894.59,5413.51,27067.57,organic,Southeast
2023-02-05,1.19,1912440.89,669354.31,669354.31,95622.04,478110.22,conventional,Great_Lakes
2023-02-05,1.43,126655.64,44329.48,44329.48,6332.78,31663.91,organic,Great_Lakes
2023-02-05,1.15,1955192.83,684317.49,684317.49,97759.64,488798.21,conventional,MidSouth
2023-02-05,1.93,68066.17,23823.16,23823.16,3403.31,17016.54,organic,MidSouth
2023-02-05,1.21,2882812.07,1008984.23,1008984.23,144140.6,720703.02,conventional,SouthCentral
2023-02-05,1.77,127982.68,44793.94,44793.94,6399.13,31995.67,organic,SouthCentral
2023-02-12,1.16,2799932.61,979976.41,979976.41,139996.63,699983.15,conventional,California
2023-02-12,1.8,98099.05,34334.67,34334.67,4904.95,24524.76,organic,California
2023-02-12,0.92,3935982.07,1377593.72,1377593.72,196799.1,983995.52,conventional,West
2023-02-12,1.72,130165.48,45557.92,45557.92,6508.27,32541.37,organic,West
2023-02-12,1.27,2422511.75,847879.11,847879.11,121125.59,605627.94,conventional,Northeast
2023-02-12,1.57,102411.87,35844.16,35844.16,5120.59,25602.97,organic,Northeast
2023-02-12,1.13,2643284.32,925149.51,925149.51,132164.22,660821.08,conventional,Southeast
2023-02-12,1.59,112906.04,39517.11,39517.11,5645.3,28226.51,organic,Southeast
2023-02-12,1.19,2007107.25,702487.54,702487.54,100355.36,501776.81,conventional,Great_Lakes
2023-02-12,1.74,110997.84,38849.24,38849.24,5549.89,27749.46,organic,Great_Lakes
2023-02-12,1.13,1766815.42,618385.4,618385.4,88340.77,441703.86,conventional,MidSouth
2023-02-12,1.64,68910.91,24118.82,24118.82,3445.55,17227.73,organic,MidSouth
2023-02-12,1.18,3321050.78,1162367.77,1162367.77,166052.54,830262.69,conventional,SouthCentral
2023-02-12,1.9,118353.98,41423.89,41423.89,5917.7,29588.5,organic,SouthCentral
2023-02-19,1.19,2543418.68,890196.54,890196.54,127170.93,635854.67,conventional,California
2023-02-19,1.6,115410.87,40393.8,40393.8,5770.54,28852.72,organic,California
2023-02-19,1.13,3026813.17,1059384.61,1059384.61,151340.66,756703.29,conventional,West
2023-02-19,1.69,123165.92,43108.07,43108.07,6158.3,30791.48,organic,West
2023-02-19,1.16,2563446.09,897206.13,897206.13,128172.3,640861.52,conventional,Northeast
2023-02-19,1.6,126033.97,44111.89,44111.89,6301.7,31508.49,organic,Northeast
2023-02-19,1.15,2509836.99,878442.95,878442.95,125491.85,627459.25,conventional,Southeast
2023-02-19,1.63,104672.94,36635.53,36635.53,5233.65,26168.23,organic,Southeast
2023-02-19,1.13,2193579.76,767752.92,767752.92,109678.99,548394.94,conventional,Great_Lakes
2023-02-19,1.6,131825.68,46138.99,46138.99,6591.28,32956.42,organic,Great_Lakes
2023-02-19,1.06,2057819.81,720236.93,720236.93,102890.99,514454.95,conventional,MidSouth
2023-02-19,1.59,87813.8,30734.83,30734.83,4390.69,21953.45,organic,MidSouth
2023-02-19,1.12,3522127.56,1232744.65,1232744.65,176106.38,880531.89,conventional,SouthCentral
2023-02-19,1.39,213351.21,74672.92,74672.92,10667.56,53337.8,organic,SouthCentral
2023-02-26,1.21,2410123.88,843543.36,843543.36,120506.19,602530.97,conventional,California
2023-02-26,1.31,164093.7,57432.79,57432.79,8204.68,41023.42,organic,California
2023-02-26,1.13,3833059.47,1341570.81,1341570.81,191652.97,958264.87,conventional,West
2023-02-26,1.73,105961.81,37086.63,37086.63,5298.09,26490.45,organic,West
2023-02-26,1.08,2857928.1,1000274.83,1000274.83,142896.4,714482.02,conventional,Northeast
2023-02-26,1.69,101183.98,35414.39,35414.39,5059.2,25295.99,organic,Northeast
2023-02-26,1.14,2272929.04,795525.16,795525.16,113646.45,568232.26,conventional,Southeast
2023-02-26,1.48,128234.02,44881.91,44881.91,6411.7,32058.5,organic,Southeast
2023-02-26,1.23,2245154.67,785804.14,785804.14,112257.73,561288.67,conventional,Great_Lakes
2023-02-26,1.74,90231.54,31581.04,31581.04,4511.58,22557.88,organic,Great_Lakes
2023-02-26,1.22,1803899.3,631364.76,631364.76,90194.97,450974.83,conventional,MidSouth
2023-02-26,1.67,78792.64,27577.42,27577.42,3939.63,19698.16,organic,MidSouth
2023-02-26,1.1,3530056.12,1235519.64,1235519.64,176502.81,882514.03,conventional,SouthCentral
2023-02-26,2.02,113907.57,39867.65,39867.65,5695.38,28476.89,organic,SouthCentral
2023-03-05,1.09,2901839.07,1015643.68,1015643.68,145091.95,725459.77,conventional,California
2023-03-05,1.58,173394.88,60688.21,60688.21,8669.74,43348.72,organic,California
2023-03-05,1.11,3472687.08,1215440.48,1215440.48,173634.35,868171.77,conventional,West
2023-03-05,1.59,150213.0,52574.55,52574.55,7510.65,37553.25,organic,West
2023-03-05,1.23,2376670.59,831834.71,831834.71,118833.53,594167.65,conventional,Northeast
2023-03-05,1.55,156993.99,54947.9,54947.9,7849.7,39248.5,organic,Northeast
2023-03-05,1.25,2320815.61,812285.46,812285.46,116040.78,580203.9,conventional,Southeast
2023-03-05,1.77,102430.63,35850.72,35850.72,5121.53,25607.66,organic,Southeast
2023-03-05,1.35,1900216.41,665075.74,665075.74,95010.82,475054.1,conventional,Great_Lakes
2023-03-05,1.74,83452.82,29208.49,29208.49,4172.64,20863.21,organic,Great_Lakes
2023-03-05,1.07,1925507.69,673927.69,673927.69,96275.38,481376.92,conventional,MidSouth
2023-03-05,1.84,57061.47,19971.52,19971.52,2853.07,14265.37,organic,MidSouth
2023-03-05,1.11,2781077.74,973377.21,973377.21,139053.89,695269.43,conventional,SouthCentral
2023-03-05,1.53,162741.54,56959.54,56959.54,8137.08,40685.38,organic,SouthCentral
2023-03-12,1.29,2594174.96,907961.24,907961.24,129708.75,648543.74,conventional,California
2023-03-12,1.53,163037.03,57062.96,57062.96,8151.85,40759.26,organic,California
2023-03-12,1.15,3093424.98,1082698.74,1082698.74,154671.25,773356.25,conventional,West
2023-03-12,1.47,149673.07,52385.57,52385.57,7483.65,37418.27,organic,West
2023-03-12,1.07,2978620.64,1042517.23,1042517.23,148931.03,744655.16,conventional,Northeast
2023-03-12,1.66,140340.41,49119.14,49119.14,7017.02,35085.1,organic,Northeast
2023-03-12,1.19,1865588.6,652956.01,652956.01,93279.43,466397.15,conventional,Southeast
2023-03-12,1.69,90606.03,31712.11,31712.11,4530.3,22651.51,organic,Southeast
2023-03-12,1.05,2423529.35,848235.27,848235.27,121176.47,605882.34,conventional,Great_Lakes
2023-03-12,1.55,99671.21,34884.92,34884.92,4983.56,24917.8,organic,Great_Lakes
2023-03-12,1.17,1687787.16,590725.51,590725.51,84389.36,421946.79,conventional,MidSouth
2023-03-12,1.7,103503.49,36226.22,36226.22,5175.17,25875.87,organic,MidSouth
2023-03-12,1.02,3852082.51,1348228.88,1348228.88,192604.13,963020.63,conventional,SouthCentral
2023-03-12,1.27,217932.2,76276.27,76276.27,10896.61,54483.05,organic,SouthCentral
2023-03-19,1.21,2867225.28,1003528.85,1003528.85,143361.26,716806.32,conventional,California
2023-03-19,1.66,140843.82,49295.34,49295.34,7042.19,35210.95,organic,California
2023-03-19,1.4,2759919.65,965971.88,965971.88,137995.98,689979.91,conventional,West
2023-03-19,1.57,129239.44,45233.8,45233.8,6461.97,32309.86,organic,West
2023-03-19,1.11,2621811.89,917634.16,917634.16,131090.59,655452.97,conventional,Northeast
2023-03-19,1.72,101677.65,35587.18,35587.18,5083.88,25419.41,organic,Northeast
2023-03-19,1.14,2602134.37,910747.03,910747.03,130106.72,650533.59,conventional,Southeast
2023-03-19,1.63,100090.97,35031.84,35031.84,5004.55,25022.74,organic,Southeast
2023-03-19,1.27,1765832.89,618041.51,618041.51,88291.64,441458.22,conventional,Great_Lakes
2023-03-19,1.6,108560.46,37996.16,37996.16,5428.02,27140.11,organic,Great_Lakes
2023-03-19,1.15,1956032.86,684611.5,684611.5,97801.64,489008.22,conventional,MidSouth
2023-03-19,1.74,79775.62,27921.47,27921.47,3988.78,19943.91,organic,MidSouth
2023-03-19,1.11,3407148.99,1192502.15,1192502.15,170357.45,851787.25,conventional,SouthCentral
2023-03-19,1.56,179099.05,62684.67,62684.67,8954.95,44774.76,organic,SouthCentral
2023-03-26,1.09,3332560.93,1166396.32,1166396.32,166628.05,833140.23,conventional,California
2023-03-26,1.65,123288.1,43150.84,43150.84,6164.41,30822.03,organic,California
2023-03-26,1.21,2730653.24,955728.63,955728.63,136532.66,682663.31,conventional,West
2023-03-26,1.75,130380.21,45633.07,45633.07,6519.01,32595.05,organic,West
2023-03-26,1.09,3014785.29,1055174.85,1055174.85,150739.26,753696.32,conventional,Northeast
2023-03-26,1.73,126881.65,44408.58,44408.58,6344.08,31720.41,organic,Northeast
2023-03-26,1.25,2270079.94,794527.98,794527.98,113504.0,567519.99,conventional,Southeast
2023-03-26,1.48,163041.07,57064.37,57064.37,8152.05,40760.27,organic,Southeast
2023-03-26,1.01,2942270.17,1029794.56,1029794.56,147113.51,735567.54,conventional,Great_Lakes
2023-03-26,1.71,87443.46,30605.21,30605.21,4372.17,21860.86,organic,Great_Lakes
2023-03-26,1.14,1945445.47,680905.91,680905.91,97272.27,486361.37,conventional,MidSouth
2023-03-26,1.85,68320.17,23912.06,23912.06,3416.01,17080.04,organic,MidSouth
2023-03-26,1.12,2885616.23,1009965.68,1009965.68,144280.81,721404.06,conventional,SouthCentral
2023-03-26,1.91,109582.91,38354.02,38354.02,5479.15,27395.73,organic,SouthCentral
